"fch","pr01.0pri","se02.0mrn","se03.0mrn","se04.0mrn","in04.1mrn","se05.0mrn","se06.0pan","se07.0pri","se07.1pes","se08.0pt","se08.1pan","in09.0mrn","in10.0mrn","in11.0mrn","in12.0mrn","in13.0mrn","in14.0mrn","in15.0pan","in16.0pan","in17.0pan","in17.1mc","in18.0pes","in19.0pes","in20.0ver","in20.1pt","junta.mrn","junta.jhh"
2020-03-01,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-02,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-03,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-04,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-05,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-06,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-07,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-08,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-09,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-10,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-11,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-12,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-13,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-14,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-15,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-16,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-17,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-18,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-19,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-20,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-21,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-22,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-23,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-24,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-25,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-26,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-27,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-28,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-29,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-30,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-03-31,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-01,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-02,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-03,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-04,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-05,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-06,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-07,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-08,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-09,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-10,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-11,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-12,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-13,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-14,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-15,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-16,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-17,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-18,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-19,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-20,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-21,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-22,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-23,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-24,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-25,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-26,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-27,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-28,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-29,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-04-30,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-01,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-02,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-03,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-04,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-05,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-06,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-07,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-08,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
2020-05-09,"MOREIRA","ANDAZOLA","LOPEZ.M","vac","NORIEGA","VILLARREAL.PAS","ROSAS.QUI","vac","vac","LASTRA","vac","ALEJANDRO","NORIEGA","DBOSQUE","VARGAS.MER","MINOR","RODRIGUEZ.GOM","RUFFO","BONNAFOUX","RIGGS","vac","LOZANO.ROD","VILLEGAS.GON","TOLEDO","vac","0.5","0.67"
